laptop_id,displacement_a,is_a_detected
1,274.674318,1,,
1,249.233195,1,,
1,277.140735,0,,
1,230.040326,0,,
1,221.431035,0,,
1,203.624309,1,,
1,498.193135,1,,
1,585.084297,1,,
1,258.927689,1,,
1,268.316747,1,,
1,266.565977,1,,
1,452.016016,1,,
1,551.403686,1,,
1,244.703563,0,,
1,209.638290,0,,
1,417.227113,0,,
1,177.736416,1,,
1,369.067763,1,,
1,352.064364,1,,
1,320.406392,1,,
1,292.222080,1,,
1,342.134432,0,,
1,272.475499,1,,
1,144.361649,0,,
1,269.936586,1,,
1,292.442014,1,,
1,281.183574,0,,
1,308.794887,1,,
1,300.520253,1,,
1,316.425493,1,,
1,287.497586,1,,
1,284.116436,1,,
1,274.580658,1,,
1,262.660254,1,,
1,301.127915,1,,
1,297.360557,1,,
1,303.337322,1,,
1,274.642411,0,,
1,198.431864,0,,
1,223.562701,0,,
1,257.927333,1,,
1,267.934234,1,,
1,245.191788,1,,
1,224.698685,1,,
1,244.414305,1,,
1,223.537551,1,,
1,221.369007,1,,
1,250.755735,1,,
1,209.378089,0,,
1,251.980081,1,,
1,251.086015,1,,
1,230.119676,1,,
1,238.364685,0,,
1,222.678773,0,,
1,207.519573,1,,
1,264.494877,1,,
1,198.505324,1,,
1,249.065279,1,,
1,198.384446,1,,
1,254.671608,1,,
1,247.895248,1,,
1,224.348320,1,,
1,238.450617,1,,
1,275.017849,1,,
1,276.682693,1,,
1,254.053565,0,,
1,250.635404,1,,
1,225.798156,1,,
1,215.388651,1,,
1,235.446697,1,,
1,217.552518,1,,
1,230.387353,1,,
1,216.582353,1,,
1,205.309125,1,,
1,221.569798,1,,
1,252.187863,1,,
1,253.467306,1,,
1,257.808084,1,,
1,226.748790,1,,
1,227.538700,1,,
1,233.218023,1,,
1,223.686598,1,,
1,224.892782,1,,
1,250.488578,1,,
1,248.736270,0,,
1,214.281895,1,,
1,240.494535,1,,
1,232.924806,1,,
1,236.115861,1,,
1,247.278810,1,,
1,253.155350,1,,
1,276.878091,1,,
1,258.127783,1,,
1,262.834193,1,,
1,261.582782,1,,
1,297.731061,1,,
1,262.949782,0,,
1,402.986323,0,,
1,259.727453,1,,
1,257.758828,1,,
1,464.371760,1,,
1,183.800546,1,,
1,284.750735,0,,
1,310.954452,0,,
1,439.513845,1,,
1,438.858718,0,,
1,443.184155,1,,
1,442.395511,1,,
1,447.814423,1,,
1,490.624200,1,,
1,143.464623,1,,
1,152.821819,1,,
1,137.662159,1,,
1,140.409539,1,,
1,138.422015,1,,
1,139.072212,1,,
1,139.471299,1,,
1,138.648717,1,,
1,135.421634,1,,
1,157.204183,1,,
1,152.397748,1,,
1,161.423344,1,,
1,168.164019,1,,
1,154.299659,1,,
1,148.592119,1,,
1,141.983364,1,,
1,142.026324,1,,
1,134.942730,1,,
1,148.470245,1,,
1,149.641512,1,,
1,164.627543,1,,
1,163.565213,1,,
1,164.506911,1,,
1,170.844242,1,,
1,182.609658,1,,
1,350.426339,1,,
1,274.105546,1,,
1,277.873896,0,,
1,272.785348,1,,
1,272.102811,0,,
1,279.505316,1,,
1,158.740171,0,,
1,272.666631,1,,
1,242.140896,1,,
1,373.410528,1,,
1,355.324202,1,,
1,193.245640,1,,
1,371.976960,1,,
1,202.090933,1,,
1,395.056260,1,,
1,318.075068,0,,
1,259.296253,0,,
1,391.168784,1,,
1,228.888847,1,,
1,299.846329,1,,
1,402.404216,1,,
1,417.483298,1,,
1,421.931685,1,,
1,396.337201,1,,
1,410.275726,1,,
1,446.911026,1,,
1,439.902853,1,,
1,481.328610,1,,
1,478.889644,1,,
1,467.688604,1,,
1,491.019498,1,,
1,494.616838,1,,
1,496.046515,1,,
1,492.885483,1,,
1,492.160482,1,,
1,491.643083,1,,
1,495.243075,1,,
1,545.873012,0,,
1,204.301333,1,,
1,197.143811,1,,
1,229.558159,1,,
1,218.639116,1,,
1,191.794320,1,,
1,197.292063,1,,
1,208.309413,1,,
1,579.159912,1,,
1,238.088748,1,,
1,591.058455,1,,
1,189.758066,1,,
1,293.888602,1,,
1,294.567788,1,,
1,292.380914,1,,
1,293.162033,1,,
1,572.930247,1,,
1,219.482107,1,,
1,221.386646,1,,
1,251.764643,1,,
1,244.700058,1,,
1,249.033542,1,,
1,530.489991,1,,
1,391.720467,1,,
1,285.387813,1,,
1,260.497376,0,,
1,331.116612,1,,
1,258.707790,1,,
1,339.249567,1,,
1,332.284779,1,,
1,301.738795,1,,
1,362.860748,1,,
1,399.218367,1,,
1,386.301101,1,,
1,403.343937,1,,
1,415.074939,1,,
1,409.813200,0,,
1,131.400925,0,,
1,231.125652,0,,
1,239.358005,1,,
1,241.470518,0,,
1,212.299150,0,,
1,178.289319,0,,
1,161.886422,1,,
1,157.942920,1,,
1,249.801429,1,,
1,198.693358,1,,
1,216.262253,1,,
1,234.901574,1,,
1,189.931345,0,,
1,210.035197,0,,
1,184.560290,1,,
1,184.636074,1,,
1,185.039450,1,,
1,221.949411,1,,
